Price,Order_date
353.45250043006627,2017-10-27 12:00:00
608.9143078973915,2017-02-07 12:00:00
596.5446298090474,2018-04-17 12:00:00
520.4545134296847,2018-04-17 12:00:00
506.1256749476945,2018-03-18 12:00:00
629.2495433943953,2017-12-28 12:00:00
641.3995899143674,2018-02-07 12:00:00
478.4789397628692,2017-07-20 12:00:00
478.7726565954244,2017-06-18 12:00:00
492.04711370887867,2018-06-07 12:00:00
637.6533966197784,2017-09-28 12:00:00
559.4884639147547,2016-09-25 12:00:00
554.0033766968087,2017-05-23 12:00:00
509.9846694113771,2018-08-09 12:00:00
575.0167051119347,2017-06-26 12:00:00
457.82001001745766,2017-10-12 12:00:00
521.5281780183487,2016-12-30 12:00:00
457.17490929448115,2018-01-07 12:00:00
733.7588788740445,2017-08-28 12:00:00
294.65296631459586,2016-12-14 12:00:00
405.60656927209664,2017-07-25 12:00:00
493.0615249985801,2016-10-08 12:00:00
533.0884960300369,2017-02-19 12:00:00
619.8337991873946,2017-09-05 12:00:00
633.0693017257526,2017-03-06 12:00:00
502.8437088543299,2017-06-23 12:00:00
635.0768682219549,2017-08-02 12:00:00
508.7048926707911,2016-10-17 12:00:00
349.28228740164,2017-01-26 12:00:00
382.7668901504197,2017-08-31 12:00:00
542.1193795684053,2018-01-30 12:00:00
430.4419662744077,2018-04-11 12:00:00
610.3691161979824,2017-09-09 12:00:00
337.5819113306765,2017-02-13 12:00:00
644.8207542401809,2017-06-11 12:00:00
572.6762505993108,2017-04-02 12:00:00
597.618308401692,2018-04-27 12:00:00
457.88406320287817,2017-12-17 12:00:00
717.31521273394,2016-12-25 12:00:00
547.5657945255117,2018-08-12 12:00:00
720.1317534195292,2017-10-26 12:00:00
525.7938157753409,2018-08-15 12:00:00
500.6362907440339,2018-05-11 12:00:00
624.7898957470923,2016-10-04 12:00:00
585.6619534789153,2018-03-07 12:00:00
517.7043997563135,2018-05-20 12:00:00
471.2867953371434,2017-08-16 12:00:00
490.551048635919,2017-05-04 12:00:00
461.5643774440368,2018-04-04 12:00:00
573.9196142332271,2017-10-06 12:00:00
741.973099199032,2017-11-03 12:00:00
511.61286331145413,2016-10-03 12:00:00
602.6142391579843,2018-05-07 12:00:00
502.07340682973046,2017-04-19 12:00:00
348.6091071009904,2017-10-26 12:00:00
390.7041400130354,2018-03-11 12:00:00
588.1960178201568,2018-06-04 12:00:00
485.9190970468102,2016-09-27 12:00:00
538.9672617127676,2017-11-08 12:00:00
375.8707918126979,2016-10-15 12:00:00
448.05235671045654,2017-01-13 12:00:00
549.868288508969,2017-07-05 12:00:00
443.5777846965527,2018-05-08 12:00:00
672.910602778891,2018-06-01 12:00:00
619.1284489530418,2016-11-17 12:00:00
485.4873213332289,2018-07-16 12:00:00
760.6966654497691,2017-03-01 12:00:00
427.3235948171577,2017-12-21 12:00:00
407.1983937572778,2017-03-23 12:00:00
570.8688078996375,2017-02-22 12:00:00
509.79312210583834,2018-04-12 12:00:00
610.5433460866805,2017-07-01 12:00:00
571.1207526966064,2016-11-18 12:00:00
421.03050942903485,2017-11-24 12:00:00
480.08039494488713,2016-09-22 12:00:00
521.8659142740267,2017-07-17 12:00:00
364.47593945127676,2018-06-15 12:00:00
534.36586898702,2017-03-30 12:00:00
536.2651711769767,2016-10-17 12:00:00
661.12863716505,2018-01-17 12:00:00
570.3817914294681,2017-10-25 12:00:00
590.2660066646589,2017-05-11 12:00:00
522.2699716515965,2017-08-18 12:00:00
572.2822553618324,2018-04-18 12:00:00
763.0442308019906,2018-07-10 12:00:00
438.49678483483285,2018-01-23 12:00:00
429.2553855386733,2017-09-16 12:00:00
481.350690078431,2017-07-15 12:00:00
409.6146236375712,2018-03-01 12:00:00
469.0181055694892,2016-12-22 12:00:00
617.5114123718483,2017-03-07 12:00:00
511.75599519776966,2017-11-26 12:00:00
603.8314032026723,2017-03-17 12:00:00
415.5946876839069,2016-12-31 12:00:00
627.1441642628816,2017-09-24 12:00:00
430.3040310358472,2018-01-22 12:00:00
603.5576511781294,2017-04-05 12:00:00
608.354353364552,2017-07-17 12:00:00
619.9650118231189,2017-01-17 12:00:00
590.701382621066,2018-05-18 12:00:00
447.43514353761157,2017-04-13 12:00:00
480.59627263692124,2018-05-15 12:00:00
544.661922044414,2017-05-15 12:00:00
633.0837785854496,2016-09-25 12:00:00
723.0109575416607,2018-06-01 12:00:00
416.40861987953207,2017-04-26 12:00:00
667.0514103901799,2017-03-03 12:00:00
609.4740187774468,2016-09-20 12:00:00
677.7872713543624,2018-07-15 12:00:00
482.380628111977,2018-05-09 12:00:00
600.7883723125127,2017-04-03 12:00:00
422.59337967330924,2018-03-24 12:00:00
541.8838905363772,2018-03-31 12:00:00
657.8396345708646,2017-05-19 12:00:00
598.6569508481607,2017-04-15 12:00:00
461.3695776729631,2018-05-11 12:00:00
400.11416973457176,2018-03-30 12:00:00
571.4741300184326,2018-07-11 12:00:00
613.2969919764977,2016-09-19 12:00:00
571.3120649140026,2017-09-09 12:00:00
438.6092130257042,2017-12-05 12:00:00
464.203723254269,2016-09-10 12:00:00
424.9120982249938,2018-01-02 12:00:00
619.5420594329264,2018-08-16 12:00:00
392.43964269208607,2016-09-30 12:00:00
695.2731999231023,2016-11-24 12:00:00
550.789605783675,2017-04-20 12:00:00
655.2028746072871,2017-10-04 12:00:00
526.6400050259256,2018-07-07 12:00:00
630.0513001188838,2018-08-22 12:00:00
449.4228909204871,2017-08-19 12:00:00
598.0639234378347,2018-05-22 12:00:00
488.421019314029,2017-11-05 12:00:00
463.34625124735004,2017-10-25 12:00:00
516.3795605303486,2018-08-11 12:00:00
576.1548885015596,2017-05-27 12:00:00
581.8484992778519,2017-10-18 12:00:00
440.7228419660434,2017-12-22 12:00:00
411.1284714083091,2018-01-14 12:00:00
601.7497209689188,2018-03-25 12:00:00
388.348240233356,2018-05-02 12:00:00
443.01796180307036,2017-01-18 12:00:00
521.0688438119328,2017-01-22 12:00:00
476.87321230562304,2017-10-08 12:00:00
712.4943313061378,2017-08-20 12:00:00
546.6799352066452,2018-07-09 12:00:00
431.38265689301284,2018-06-19 12:00:00
517.4902235139648,2017-10-28 12:00:00
623.6701474025921,2018-07-22 12:00:00
394.35471994163106,2018-05-13 12:00:00
587.3731103925858,2017-05-06 12:00:00
415.34618291274296,2017-04-10 12:00:00
533.806263244836,2017-09-07 12:00:00
559.6942934715846,2018-05-11 12:00:00
483.9388203466532,2017-12-20 12:00:00
616.1543863888846,2017-03-20 12:00:00
451.0694245841878,2016-10-13 12:00:00
565.6585037470403,2017-07-30 12:00:00
613.6258848006223,2017-02-03 12:00:00
528.3487290266463,2018-07-31 12:00:00
681.563430470136,2018-01-20 12:00:00
467.19815044433733,2017-01-23 12:00:00
640.717628270834,2017-06-05 12:00:00
520.6009348417967,2017-09-28 12:00:00
557.4683917010898,2016-12-24 12:00:00
304.72229030252953,2018-08-25 12:00:00
708.7350370563419,2018-02-01 12:00:00
525.4035715176118,2018-07-01 12:00:00
367.37094912545575,2017-12-04 12:00:00
401.7120509661598,2017-04-01 12:00:00
455.5607927953919,2017-07-21 12:00:00
599.9856420304361,2018-03-10 12:00:00
254.9944407477447,2017-01-30 12:00:00
392.603239629873,2017-03-21 12:00:00
622.7679110644374,2018-03-22 12:00:00
514.1979567726506,2017-02-02 12:00:00
593.2442367170738,2018-06-26 12:00:00
747.8184761156878,2017-02-04 12:00:00
213.24441449962353,2017-08-02 12:00:00
392.34531516201423,2017-04-21 12:00:00
553.7633705196193,2018-07-13 12:00:00
644.4839674487562,2018-05-30 12:00:00
459.43666878929884,2018-02-16 12:00:00
488.47499794950636,2018-02-01 12:00:00
658.8525408365423,2017-12-14 12:00:00
752.0150052152942,2017-12-06 12:00:00
584.2833992820489,2017-03-24 12:00:00
691.3537660799955,2017-05-27 12:00:00
426.7829980366372,2018-01-22 12:00:00
536.380705441299,2017-05-13 12:00:00
553.359653762196,2018-06-04 12:00:00
582.7013046066425,2018-06-11 12:00:00
734.5549956122293,2018-05-15 12:00:00
439.7909760713905,2016-12-23 12:00:00
559.4510741423039,2018-01-24 12:00:00
640.8977328832517,2016-10-27 12:00:00
680.0023498005446,2017-01-09 12:00:00
612.2459603336304,2017-07-12 12:00:00
535.5161578276869,2018-08-03 12:00:00
574.3569865564039,2018-08-07 12:00:00
625.1583867052009,2016-11-12 12:00:00
484.2139902033877,2018-03-01 12:00:00
577.9329855460444,2017-11-12 12:00:00
661.7826472391346,2017-07-18 12:00:00
435.0271240224242,2017-11-12 12:00:00
390.2839636999336,2016-11-26 12:00:00
386.3309098546873,2018-06-27 12:00:00
491.35141816883305,2017-10-21 12:00:00
665.0810564323798,2018-07-16 12:00:00
557.1793643852355,2018-05-26 12:00:00
615.9086601553279,2016-12-20 12:00:00
538.8215913794388,2017-02-14 12:00:00
388.4003555201192,2017-08-25 12:00:00
633.6606263982574,2018-05-08 12:00:00
539.9978775730937,2018-05-06 12:00:00
558.201024900053,2017-07-20 12:00:00
418.64530105211395,2016-10-06 12:00:00
488.6989963886727,2017-08-14 12:00:00
584.058967118752,2018-05-20 12:00:00
610.044936355953,2018-02-14 12:00:00
641.9525914234068,2017-03-12 12:00:00
500.86409587673637,2017-07-29 12:00:00
594.0852121547457,2017-02-04 12:00:00
584.0779885760309,2017-07-14 12:00:00
466.27375680009345,2017-03-09 12:00:00
470.2304852313021,2018-04-13 12:00:00
539.7208612916253,2018-03-19 12:00:00
575.4140326090342,2018-03-18 12:00:00
669.0766074914194,2018-05-05 12:00:00
657.8526463201374,2017-02-10 12:00:00
433.5643567314931,2017-07-31 12:00:00
625.4537801455821,2018-05-19 12:00:00
522.627363155025,2017-05-14 12:00:00
651.8806316773853,2016-12-27 12:00:00
442.9302559489446,2016-11-20 12:00:00
622.646712060267,2018-03-31 12:00:00
321.74096241431624,2018-05-31 12:00:00
452.8975098390095,2017-05-07 12:00:00
335.26904209686575,2018-04-18 12:00:00
642.6227202920925,2016-11-29 12:00:00
571.951943061351,2018-01-14 12:00:00
592.7191479014919,2018-07-04 12:00:00
597.3829763913706,2017-12-18 12:00:00
557.2134481504471,2017-12-04 12:00:00
517.8400700710478,2018-01-12 12:00:00
673.4530227120881,2016-09-05 12:00:00
586.3717598370091,2018-04-24 12:00:00
542.0984289327104,2018-07-08 12:00:00
480.65905571308133,2017-11-22 12:00:00
698.8965727788573,2017-07-07 12:00:00
644.6558005966535,2017-06-10 12:00:00
583.9345122178225,2018-04-08 12:00:00
522.1214743817179,2016-10-08 12:00:00
551.7623196406246,2016-12-29 12:00:00
609.3183651384998,2018-05-31 12:00:00
397.2236242366994,2016-11-23 12:00:00
596.6998565729833,2017-01-02 12:00:00
622.3995748557269,2018-01-04 12:00:00
420.0362838589932,2018-04-11 12:00:00
594.4214493223885,2018-01-07 12:00:00
442.202275008939,2017-04-29 12:00:00
731.081285016372,2017-10-06 12:00:00
561.9206511290764,2016-11-11 12:00:00
573.5768600910701,2018-03-11 12:00:00
609.1014553084832,2016-09-06 12:00:00
602.0525908610962,2017-12-16 12:00:00
729.2401632481593,2018-04-18 12:00:00
646.7334300928308,2018-02-13 12:00:00
500.1080569433776,2017-09-09 12:00:00
636.2867301420731,2018-06-18 12:00:00
546.5871033137703,2017-04-10 12:00:00
399.5864774547217,2017-06-06 12:00:00
618.0416015735103,2017-07-22 12:00:00
391.98333374609797,2018-02-10 12:00:00
426.2862354235348,2017-02-08 12:00:00
524.2895424140635,2016-09-11 12:00:00
603.0794944033914,2016-09-18 12:00:00
611.4217057173121,2016-12-07 12:00:00
583.008181694033,2018-04-20 12:00:00
503.3431467991563,2016-11-03 12:00:00
580.4741880594663,2016-09-19 12:00:00
592.0032919211128,2017-06-24 12:00:00
590.6113999344236,2017-06-19 12:00:00
500.7483745949464,2017-09-11 12:00:00
617.9064380056486,2017-07-06 12:00:00
426.8822314505817,2017-11-07 12:00:00
380.27282762618086,2016-10-31 12:00:00
498.8754421429325,2017-01-15 12:00:00
737.089602799163,2018-01-09 12:00:00
545.7447501049106,2017-03-23 12:00:00
507.4616888262623,2017-07-24 12:00:00
317.50142102933904,2018-03-13 12:00:00
495.41664616748335,2016-10-09 12:00:00
545.5345806756422,2017-08-17 12:00:00
532.4667363713987,2018-01-19 12:00:00
588.5717403578161,2018-05-18 12:00:00
567.6760151339261,2018-03-09 12:00:00
432.96747354172464,2017-08-03 12:00:00
627.9632288196105,2016-12-18 12:00:00
550.3683187493579,2017-08-27 12:00:00
439.8016119351097,2018-05-17 12:00:00
461.4171808794232,2017-11-03 12:00:00
463.98607567356635,2017-09-24 12:00:00
515.8649107694889,2016-11-07 12:00:00
574.4708251559948,2018-01-29 12:00:00
624.7674018689522,2018-06-07 12:00:00
379.3410175338822,2018-08-12 12:00:00
354.28535512334633,2017-07-26 12:00:00
745.6363194515382,2017-01-24 12:00:00
305.3564061456154,2018-03-16 12:00:00
433.5448916798397,2017-01-01 12:00:00
601.816390377076,2018-01-23 12:00:00
607.1519427175978,2016-12-16 12:00:00
601.1928182257716,2017-05-26 12:00:00
647.7099268490525,2018-04-28 12:00:00
689.7114372902554,2018-03-04 12:00:00
535.4073000942818,2018-01-08 12:00:00
513.1347063699037,2016-09-29 12:00:00
616.9898905744777,2017-05-25 12:00:00
535.3740648060964,2018-03-03 12:00:00
578.9018016842949,2018-06-06 12:00:00
446.2130765639362,2017-02-16 12:00:00
649.0299202218632,2017-11-06 12:00:00
478.1031138317932,2017-08-20 12:00:00
753.3917771423633,2017-11-13 12:00:00
625.9611223027426,2017-06-27 12:00:00
540.9594352211765,2016-10-22 12:00:00
666.7930133487932,2018-04-12 12:00:00
627.7895456101659,2018-01-01 12:00:00
447.6485945620656,2017-01-24 12:00:00
539.6767994732818,2017-03-27 12:00:00
502.32265712164735,2018-02-06 12:00:00
514.2963190336313,2017-03-28 12:00:00
595.0482920993783,2018-02-08 12:00:00
467.76062469185666,2017-06-15 12:00:00
592.8582051623252,2016-10-05 12:00:00
370.8040044042099,2017-08-20 12:00:00
443.27697543704386,2017-04-19 12:00:00
552.5158548826163,2018-04-08 12:00:00
581.7080292057003,2016-10-13 12:00:00
484.5377974351002,2018-03-08 12:00:00
613.1494268571325,2017-05-06 12:00:00
531.383055755554,2017-09-08 12:00:00
650.048922573781,2017-04-25 12:00:00
739.5836594340947,2017-02-12 12:00:00
451.9081334890492,2018-05-19 12:00:00
446.4295982304336,2018-03-01 12:00:00
477.54690400444287,2017-04-11 12:00:00
467.6368616512802,2017-07-19 12:00:00
500.778606299924,2016-11-04 12:00:00
529.9187855612399,2016-12-17 12:00:00
424.40924358335275,2017-03-31 12:00:00
317.9686587347421,2018-08-14 12:00:00
575.5441753025648,2017-09-26 12:00:00
503.28278618320985,2017-06-03 12:00:00
619.5963109972023,2016-10-11 12:00:00
530.4425046690473,2018-08-01 12:00:00
627.6385560437818,2016-12-24 12:00:00
597.3093195336933,2018-04-28 12:00:00
431.46873559298854,2016-12-22 12:00:00
575.2461936580822,2017-07-13 12:00:00
543.7452955974147,2018-07-03 12:00:00
519.065411581564,2018-05-12 12:00:00
562.1717964148976,2017-01-04 12:00:00
406.0701873508702,2017-08-06 12:00:00
559.9121530159647,2017-11-18 12:00:00
500.52080456365064,2018-03-07 12:00:00
639.2206469551844,2017-02-08 12:00:00
464.6804810290478,2017-08-30 12:00:00
721.8786186732151,2017-08-18 12:00:00
528.8503037401225,2018-06-12 12:00:00
619.9475975776217,2017-07-13 12:00:00
609.89940964704,2017-07-30 12:00:00
502.90880452915826,2017-03-11 12:00:00
499.06448339528635,2017-03-25 12:00:00
465.79479280012606,2017-03-13 12:00:00
551.7131129290162,2018-06-10 12:00:00
595.2089996968474,2016-09-30 12:00:00
595.4425469596488,2017-11-12 12:00:00
587.550552976671,2017-10-12 12:00:00
516.3996682908743,2017-07-29 12:00:00
594.3875931868602,2017-03-05 12:00:00
758.7217474912209,2017-04-16 12:00:00
490.3226707314668,2017-12-27 12:00:00
622.7679556254019,2016-10-18 12:00:00
592.3621827403344,2017-10-19 12:00:00
577.0251549864369,2017-05-24 12:00:00
371.2964310096891,2016-10-25 12:00:00
668.6646164417069,2018-01-19 12:00:00
497.6874089301552,2017-09-25 12:00:00
435.429566053203,2018-02-26 12:00:00
608.5687096902993,2017-02-04 12:00:00
611.9780424731263,2018-02-04 12:00:00
557.8061810801094,2016-10-26 12:00:00
521.2586481208666,2017-10-28 12:00:00
618.1993637095702,2018-04-25 12:00:00
585.2515758698001,2017-12-02 12:00:00
223.13541438811916,2017-08-10 12:00:00
600.9218614856425,2017-10-16 12:00:00
526.3642327070504,2017-10-20 12:00:00
533.7092489542944,2016-11-28 12:00:00
574.8811289278318,2017-08-20 12:00:00
479.49523485108057,2017-08-19 12:00:00
567.3169422797613,2018-08-11 12:00:00
587.1777276051106,2018-03-15 12:00:00
585.9596974156813,2018-04-05 12:00:00
700.7183210817371,2018-05-03 12:00:00
457.3126995384506,2017-09-24 12:00:00
574.4445468520972,2017-04-14 12:00:00
474.69354286081875,2017-11-02 12:00:00
414.13919287539676,2018-04-08 12:00:00
412.97364750452994,2017-08-16 12:00:00
530.2229822162845,2018-03-26 12:00:00
479.0154305117943,2017-11-23 12:00:00
497.67714797937174,2017-09-23 12:00:00
525.8449692183018,2016-12-16 12:00:00
720.2924577447156,2018-04-26 12:00:00
576.8364825216868,2017-11-06 12:00:00
501.96883369398125,2018-02-28 12:00:00
499.7912358103715,2017-10-06 12:00:00
640.5006189527047,2016-12-27 12:00:00
535.3159742937524,2016-12-08 12:00:00
528.2288052587985,2018-07-23 12:00:00
605.2913657757807,2018-06-08 12:00:00
552.3440754417582,2017-05-05 12:00:00
724.2168553510439,2016-10-08 12:00:00
576.2653746215207,2016-10-04 12:00:00
444.1499879377908,2017-05-12 12:00:00
554.4172963177903,2018-08-20 12:00:00
470.10094502646615,2017-07-27 12:00:00
555.6509237665766,2017-02-03 12:00:00
654.8200028844713,2018-02-26 12:00:00
497.87966472373466,2018-03-03 12:00:00
435.79782192682023,2018-01-19 12:00:00
519.3428282174593,2018-06-09 12:00:00
563.3237098811883,2018-03-11 12:00:00
621.2778652629187,2018-06-08 12:00:00
648.848163972974,2018-06-19 12:00:00
558.933909858767,2018-01-27 12:00:00
419.22200667750246,2017-02-17 12:00:00
706.0235349112438,2017-03-23 12:00:00
447.4459979459801,2017-02-14 12:00:00
731.9699795050763,2016-11-19 12:00:00
466.4671015783795,2017-07-30 12:00:00
504.25922192409985,2017-08-31 12:00:00
506.76259981523015,2018-04-17 12:00:00
436.77669545557467,2017-11-24 12:00:00
565.0775086534912,2016-10-19 12:00:00
532.4296030095355,2017-11-11 12:00:00
354.4082230748038,2018-08-14 12:00:00
573.1631804388295,2018-01-23 12:00:00
602.2983161960678,2017-07-08 12:00:00
585.3516403892681,2017-01-12 12:00:00
476.39406218372613,2018-06-08 12:00:00
658.1400353574272,2017-03-20 12:00:00
559.7868872164423,2017-10-20 12:00:00
465.847169958709,2017-10-30 12:00:00
688.0200328719238,2018-08-16 12:00:00
726.5756306097527,2018-08-02 12:00:00
691.0101596934578,2016-10-29 12:00:00
452.1593041148102,2017-03-12 12:00:00
702.3987590626543,2018-08-18 12:00:00
533.0470862722389,2018-06-28 12:00:00
472.79295875782265,2017-01-04 12:00:00
498.92813170147434,2017-04-01 12:00:00
515.7230050965693,2017-11-02 12:00:00
534.4300797832636,2017-06-11 12:00:00
503.69796147607383,2018-01-05 12:00:00
475.0520026056588,2017-01-17 12:00:00
669.322303123448,2017-12-17 12:00:00
392.8659356424584,2018-07-16 12:00:00
588.2966655622229,2017-01-08 12:00:00
730.9271225057282,2018-07-12 12:00:00
581.9072228710232,2017-03-28 12:00:00
518.7440548206148,2018-01-27 12:00:00
514.1076404967067,2017-02-01 12:00:00
592.358609928411,2016-11-14 12:00:00
375.92345522316117,2017-10-01 12:00:00
582.0314375395624,2017-02-20 12:00:00
528.570703932878,2017-09-20 12:00:00
433.1471249528807,2016-09-19 12:00:00
495.2209465129815,2017-01-04 12:00:00
616.3708837422795,2016-11-18 12:00:00
463.90862026296907,2018-07-03 12:00:00
611.2770055188859,2018-06-14 12:00:00
547.0734504153486,2018-04-05 12:00:00
608.2086228900322,2017-11-10 12:00:00
455.86573500509843,2017-08-27 12:00:00
423.4510453669434,2017-01-26 12:00:00
383.80853103213275,2017-04-29 12:00:00
575.2864162391177,2018-08-07 12:00:00
640.0782644054884,2017-07-08 12:00:00
639.7738150934122,2017-02-04 12:00:00
599.5743426664787,2017-12-22 12:00:00
432.3317934498923,2018-08-21 12:00:00
724.8558755068989,2017-08-17 12:00:00
294.960538177521,2017-10-22 12:00:00
571.8266473613988,2017-08-03 12:00:00
574.0038666160539,2018-08-28 12:00:00
522.5603838367091,2018-01-14 12:00:00
511.9624777014629,2017-08-01 12:00:00
861.7734509177665,2018-08-23 12:00:00
649.8759405059808,2017-11-06 12:00:00
406.30895881642755,2017-01-06 12:00:00
664.0032935670446,2018-01-14 12:00:00
601.1862226566961,2017-10-25 12:00:00
613.159165270315,2016-10-07 12:00:00
520.2498196853719,2017-07-13 12:00:00
732.2523532968648,2018-07-24 12:00:00
497.6887976639335,2017-11-02 12:00:00
570.768424573366,2018-08-04 12:00:00
607.2739429579658,2018-04-23 12:00:00
660.5934678463451,2018-03-01 12:00:00
574.4569309437405,2016-11-07 12:00:00
551.3038817127862,2017-07-02 12:00:00
549.2328803859797,2017-11-09 12:00:00
690.3487779265417,2016-11-14 12:00:00
458.0295956399111,2017-03-01 12:00:00
651.0083081673562,2017-07-28 12:00:00
675.2132575991594,2018-04-19 12:00:00
506.1166403469337,2017-07-05 12:00:00
482.8557014347116,2017-10-26 12:00:00
550.4506291677869,2016-10-21 12:00:00
336.8918742302922,2017-03-12 12:00:00
547.68445769903,2017-11-04 12:00:00
576.2274023936224,2017-02-24 12:00:00
373.5531952047154,2018-05-28 12:00:00
445.78441817694744,2016-09-24 12:00:00
577.1112815869257,2017-03-09 12:00:00
508.04517655808786,2017-08-17 12:00:00
516.8727222385094,2017-10-22 12:00:00
453.1259707743643,2018-02-01 12:00:00
480.0030287227744,2018-02-19 12:00:00
453.351177707345,2017-03-08 12:00:00
463.68797619198654,2018-03-29 12:00:00
593.4579040221457,2017-06-24 12:00:00
574.0193938583257,2018-05-03 12:00:00
531.8276891556195,2017-02-01 12:00:00
526.0976698392641,2018-07-15 12:00:00
437.0483893154016,2017-04-05 12:00:00
614.1247510202404,2017-11-29 12:00:00
823.594622975409,2017-10-23 12:00:00
478.31746946594916,2018-05-14 12:00:00
461.53769831384443,2017-10-13 12:00:00
374.66462368789036,2016-12-02 12:00:00
670.3810742443125,2017-08-19 12:00:00
623.7998112882057,2018-03-05 12:00:00
414.2031220448215,2018-04-16 12:00:00
483.1767986884846,2016-11-09 12:00:00
426.72122627678306,2017-06-24 12:00:00
589.3576140205221,2016-12-20 12:00:00
499.711961863215,2017-02-07 12:00:00
412.2452144347083,2017-11-21 12:00:00
517.6327778236819,2017-05-09 12:00:00
663.0319839291599,2018-06-30 12:00:00
482.62826772345704,2018-04-07 12:00:00
416.5249209107351,2018-03-27 12:00:00
479.84151083520317,2018-07-11 12:00:00
726.9312486687058,2018-07-18 12:00:00
472.5462704315475,2018-01-27 12:00:00
542.0901363471019,2016-10-13 12:00:00
427.1268580872303,2018-02-05 12:00:00
804.9181502854069,2018-07-04 12:00:00
513.4870028211361,2017-12-12 12:00:00
690.8598529410575,2016-09-22 12:00:00
722.5573932004452,2017-01-26 12:00:00
675.7949293586075,2017-05-25 12:00:00
744.1974742378898,2017-12-21 12:00:00
606.6338877498231,2018-06-19 12:00:00
499.4025068101334,2018-05-27 12:00:00
520.1348871788875,2018-06-02 12:00:00
551.6866856958109,2018-01-25 12:00:00
478.7692833486836,2016-09-23 12:00:00
370.94901085943286,2017-02-04 12:00:00
544.1712093366733,2018-07-19 12:00:00
497.3281876535368,2018-05-17 12:00:00
